,coordinates,favorite_count,geo,lang,place,source,trump_tweet_id,user_created_at,user_description,user_favourites_count,user_followers_count,user_friends_count,user_lang,user_location,user_name,user_statuses_count
61,,0,,en,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",927847349648609280,Thu Sep 15 12:16:43 +0000 2016,Wife,7853,65,290,en,USA,Peggy Bowers,2360
62,,0,,en,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",927847349648609280,Sat Oct 03 06:21:22 +0000 2015,,1176,14,12,en,,Sean Gaffney,388
63,,0,,en,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",927847349648609280,Sun Aug 12 00:37:57 +0000 2012,Un país se puede juzgar en la forma como trata a sus animales....,11278,693,598,es,,Ronald Lara,66569
64,,0,,en,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",927847349648609280,Tue Jan 20 19:10:14 +0000 2015,,976,5,19,en,,Montana D,193
65,,0,,en,,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",927847349648609280,Wed Sep 13 12:46:06 +0000 2017,Я не стерва – я просто нетолерантна,99,2,1,zh-cn,,香鸢尾属路西法,197
66,,0,,en,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",927847349648609280,Tue Jul 21 04:11:14 +0000 2009,35 male from PA now in MD. MMA & Collegiate Wrestling fan. I support OUR President #Trump & #USA 100% & will defend our country against anyone who doesn't #MAGA,7154,694,1469,en,"Baltimore, MD",Chris Lewis,18076
67,,0,,en,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",927847349648609280,Mon Jan 09 13:16:00 +0000 2017,,551,27,58,en,"Folsom, CA",Bill Leveille,245
68,,0,,en,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",927847349648609280,Tue Oct 23 01:22:49 +0000 2012,,6274,47,157,en,"Georgia, USA",Lisa Killinger,4405
69,,0,,en,,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>",927847349648609280,Wed Nov 01 04:03:38 +0000 2017,"#Patriot, #Trump🚂🚂🚂, #America First, ❤️All of our brave Veteran Heroes, #NRA, #2A🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸",1588,950,1348,en,,Marlena,1681
70,,0,,en,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",927847349648609280,Tue Jul 26 02:34:43 +0000 2011,"I believe we should cut congress down to two reps from each state, limit their terms, & prohibit contributions from lobbyists",30259,795,647,en,,Eddie,35970
71,,0,,en,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",927847349648609280,Mon Jan 21 01:11:58 +0000 2013,,47,66,222,en,"South Dakota, USA",Fonzy,59
72,,0,,en,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",927847349648609280,Fri Nov 12 02:08:24 +0000 2010,"16 years of Military both as an enlisted (E-5) an as a Regular Army officer O-3E.  Specialty EOD, member American Legion, VFW, NRA and Life Time Good Sam's club",3808,100,14,en,"West Valley City, UT",George Ray,1895
73,,0,,en,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",927847349648609280,Sat Aug 19 21:35:52 +0000 2017,"MAGA , 2A, TRUMP 2020 
Everything i post is marked sensitive material with Twitters new censorship rules. Just click on the box to view my photos and content",35567,571,639,en,"Texas, USA",James Bowie,31514
74,,0,,en,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",927847349648609280,Sun Dec 05 04:13:40 +0000 2010,"Music, Politics, Tech, Sports, Anti Abortion.",483,2069,1838,en,,Tullius Vitellius,99958
75,,0,,en,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",927847349648609280,Mon Sep 26 19:51:32 +0000 2011,@NYRangers #NHL #GeorgetownHoyas #NCAABasketball @DallasCowboys #NFL @Yankees #MLB @NYKnicks #NBA @PennStateFball #NCAAFootball @ussoccer @TeamUSA #MAGA 🇺🇸👔,16166,684,3513,en,"Seattle, WA",Cowboys 5-3 PSU 7-2,15874
76,,0,,en,,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",927847349648609280,Thu Sep 21 01:31:57 +0000 2017,,1351,5,43,zh-cn,,王者之道,1363
77,,0,,en,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",927847349648609280,Fri Feb 26 03:12:46 +0000 2016,🇺🇸 🇺🇸🇺🇸🇺🇸Give Me Liberty or Give Me Death- #TrumpTeam #WOKE #MAGA https://t.co/DSCkciIIlt              🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸,2103,65,360,en,"Texas, USA",ALAN2TIMES,2154
78,,0,,en,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",927847349648609280,Sun May 11 21:00:21 +0000 2014,"https://t.co/xFjYkiT2iP guns. Pro common sense.Anti Obama,Anti Clinton,Anti liberal nonsense. LEGAL IMMIGRANT. Trust but Verify ~ Ronald Reagan",73261,2140,1937,en,Ohio,Deplorable Toni,56881
79,,0,,en,,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>",927847349648609280,Tue Dec 27 19:55:03 +0000 2016,,2240,11,133,en,,don bromley sr,123
80,,0,,en,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",927847349648609280,Sat Oct 28 19:42:45 +0000 2017,Intern for the RNC feel free to DM me if you want to get involved with the AZ Republican Party,0,8,2,en,"Phoenix, AZ",BrittanyGOP,3
81,,0,,en,,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",927847349648609280,Sat Dec 03 22:45:55 +0000 2016,YouTube's Favorite Anti Feminist #1 Source For Cringe Worthy Content 100% All Out Savage Gab: https://t.co/VLFvQRZ9bZ #MAGA,6083,38,7,en,,Blade Reborn,8277
82,,0,,en,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",927847349648609280,Sun Jul 02 21:53:40 +0000 2017,,1032,10,10,en,,Eugene G. Sheffield,554
83,,0,,en,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",927847349648609280,Wed Jan 27 00:08:24 +0000 2016,Proud Christian conservative American. Pro Constitutional republic. Love my family. No Lists. #MAGA  #AmericaFirst #Trump2020 #2A #NRA #Vets,38085,622,536,en,United States,Unbridled Spirit,47705
84,,0,,en,,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",927847349648609280,Sat Mar 19 02:42:28 +0000 2016,"Mother of two boys,Backed Trump since escalator.#MAGA 🇺🇸 #BuildTheWall Deplorable🇺🇸 #Trump2020🇺🇸 #StopIslam #BlueLivesMatter🇺🇸             #DrainTheSwamp 🇺🇸🇺🇸",4954,2920,3649,en,"Pennsylvania, USA",Sammy4Trump,24024
85,,0,,en,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Lite</a>",927847349648609280,Mon Mar 30 23:52:14 +0000 2015,"You only have one Life, make it worth while to Yourself and anyone in it. Go outside and enjoy Our Beautiful Earth! Independent, #MAGA, #BUILDWALL #AMERICAFIRST",13364,473,688,en,"Florida, U.S.A.",Stefanopodopolus pep,3760
86,,0,,en,,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>",927847349648609280,Fri Jun 30 01:01:41 +0000 2017,"Married to high school SWEETHEARTS, 2 daughters, 4 grandchildren and RETIRED. PROUD AMERICAN  love my country and upset w/behavior of idiots feeling entitled",1294,43,105,en,"Texas, USA",Kayetx4gran,1611
87,,0,,en,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",927847349648609280,Sun Jul 11 22:39:48 +0000 2010,"Just a young man passionate about movies, music and series. Always open to meeting new people and new cultures.✌️😎",19543,1687,1858,pt,"Belo Horizonte, Brasil",Mr. D 🌐,17944
