,id_str,score_keyword,score_textblob_bayes_sentiment,score_textblob_pattern_sentiment,text,score,anger,negative
173,925686558304464897,0.0,0.5569444444444445,0.054837948443737634,"We are fighting hard for Merit Based immigration, no more Democrat Lottery Systems. We must get MUCH tougher (and smarter).  @foxandfriends",0.15538253556683376,0.19230769230769232,0.12820512820512822
116,927648870796070912,0.0,0.3458333333333333,0.4473903278970727,"Getting ready to leave for South Korea and meetings with President Moon, a fine gentleman. We will figure it all out!",0.15535209168654915,0.0,0.13888888888888887
119,933448074348900354,0.0,0.5625,0.21890382726730276,I have long given the order to help Argentina with the Search and Rescue mission of their missing submarine. 45 peo… https://t.co/zl3PZApiTt,0.15338211935936527,0.0,0.13888888888888887
91,933280234220134401,0.0,0.5,0.4201134984766098,"It wasn’t the White House, it wasn’t the State Department, it wasn’t father LaVar’s so-called people on the ground… https://t.co/U895bwpOnK",0.15335224974610162,0.0,0.0
95,925845735089889280,0.0,0.41,0.4905208796371365,Thanks to @SenateMajLdr McConnell and the @SenateGOP we are appointing high-quality Federal District...,0.15008681327285608,0.0,0.0
222,928097817037627393,0.0,0.5,0.003233611077891553,"The North Korean regime has pursued its nuclear &amp; ballistic missile programs in defiance of every assurance, agreem… https://t.co/J7WklThu2q",0.15000983465054807,0.23809523809523808,0.15873015873015872
96,933692459351265280,0.0,0.4909090909090909,0.40758011508174496,"Will be doing a live Thanksgiving Video Teleconference with Members of the Military at 9:00 A.M.  Afghanistan, Iraq… https://t.co/1PfyK6f4DK",0.14974820099847264,0.0,0.0
188,922430688703451136,0.0,0.5,0.0771122156999454,"Two dozen NFL players continue to kneel during the National Anthem, showing total disrespect to our Flag &amp; Country.  No leadership in NFL!",0.14960417270212767,0.19230769230769232,0.12820512820512822
145,926789876556500992,0.0,0.5047979797979798,0.17728438709851338,"Unemployment is down to 4.1%, lowest in 17 years. 1.5 million new jobs created since I took office. Highest stock Market ever, up $5.4 trill",0.1495226883895589,0.0,0.21505376344086022
97,923545771416449024,0.0,0.5,0.3965929754466904,RT @PChowka: Fox News With Hannity's Help Regains Its Ratings Dominance By Peter Barry Chowka at The Hagmann report https://t.co/ICDMCZregu…,0.14943216257444839,0.0,0.0
124,921828280998744066,0.0,0.7,0.06340321971468699,"Officials behind the now discredited ""Dossier"" plead the Fifth. Justice Department and/or FBI should immediately release who paid for it.",0.1486013913199692,0.0,0.12820512820512822
98,934189999045693441,0.0,0.5,0.3868278294974616,"Time Magazine called to say that I was PROBABLY going to be named “Man (Person) of the Year,” like last year, but I… https://t.co/yFDS5Pz9yB",0.14780463824957693,0.0,0.0
99,930742569092435968,0.0,0.325,0.5614334547835506,"RT @realDonaldTrump: Thank you to our GREAT Military/Veterans and @PacificCommand.

Remember #PearlHarbor. Remember the @USSArizona!

A day…",0.14773890913059176,0.0,0.0
177,930837616714571776,0.0,0.23750000000000004,0.3624312674940443,"...They should realize that these relationships are a good thing, not a bad thing. The U.S. is being respected again. Watch Trade!",0.14628484087863702,0.16666666666666666,0.11111111111111112
101,923244308848881665,0.0,0.45,0.4180361215455811,Just interviewed by @LouDobbs. Will be aired tonight at 7pmE on @FoxBusiness. #Dobbs,0.14467268692426352,0.0,0.0
103,922903426434064384,0.0,0.25,0.6031643953233284,"“President Donald J. Trump Proclaims October 24, 2017, as United Nations Day” Read more: https://t.co/cyRAQAKhy2 https://t.co/HVD0kLYlBk",0.14219406588722142,0.0,0.0
104,931140567089721344,0.0,0.5,0.34790042343455296,"China is sending an Envoy and Delegation to North Korea - A big move, we'll see what happens!",0.14131673723909216,0.0,0.0
106,932397369655808001,0.0,0.5973958333333333,0.2461756308756584,Big-game trophy decision will be announced next week but will be very hard pressed to change my mind that this horr… https://t.co/HgHgIVikj3,0.14059524403483195,0.0,0.0
107,931254609041068032,0.0,0.5,0.3426751876552067,Congratulations to the House of Representatives for passing the #TaxCutsandJobsAct — a big step toward fulfilling o… https://t.co/gkn9aZ40Yf,0.14044586460920114,0.0,0.0
108,931122234437046272,0.0,0.3,0.5407169983246116,"To the three UCLA basketball players I say:  You're welcome, go out and give a big Thank You to President Xi Jinping of China who made.....",0.14011949972076862,0.0,0.0
200,926406490763784194,0.0,0.5214285714285715,0.036349500524667185,"....People are angry.  At some point the Justice Department, and the FBI, must do what is right and proper. The American public deserves it!",0.13925930828850275,0.16666666666666666,0.11111111111111112
139,923365521847934976,0.0,0.25,0.4496089838614483,"This will be the biggest TAX CUT in the history of our country - and we need it! #TaxReform 
Read more:… https://t.co/1qDeHBLabT",0.1388237195324636,0.0,0.13333333333333333
109,928325667556548608,0.0,0.5,0.33004547612920976,Congratulations to all of the ”DEPLORABLES” and the millions of people who gave us a MASSIVE (304-227) Electoral Co… https://t.co/cKVtPvEHOB,0.13834091268820162,0.0,0.0
183,925405818446663685,0.0,0.5,0.08729141806986716,RT @IvankaTrump: We're working to make tax cuts &amp; the expanded Child Tax Credit a reality for American families. The time is now! #TaxRefor…,0.13756444269418422,0.0,0.23809523809523808
137,925740081805217792,0.0,0.5,0.20046311185162885,....for the Middle Class. The House and Senate should consider ASAP as the process of final approval moves along. Push Biggest Tax Cuts EVER,0.13731998366251427,0.0,0.12345679012345678
234,926053970535243777,0.0,0.325,0.12976829439402768,Would love to send the NYC terrorist to Guantanamo but statistically that process takes much longer than going through the Federal system...,0.13618118916228963,0.21739130434782608,0.14492753623188406
147,922603042796654592,0.0,0.55,0.12764313052612575,We will never forget the 241 American service members killed by Hizballah in Beirut. They died in service to our na… https://t.co/xd2GAvU0YP,0.13608866990250243,0.0,0.13888888888888887
146,923312613584289792,0.0,0.5,0.17964137516734904,"Texas @GovAbbott &amp; Lt. Gov. @DanPatrick,

Thank you for todays briefing on hurricane recovery efforts here in TX. K… https://t.co/5lGb2FKLJ2",0.13549578475011373,0.0,0.13333333333333333
113,925394079982280704,0.0,0.175,0.6376586739011334,"Wishing everyone a safe and Happy Halloween!
#Halloween2017 https://t.co/BRpgXVRI8Y",0.13544311231685557,0.0,0.0
237,926259330474704900,0.0,0.425,0.02247406080428919,The @TuckerCarlson opening statement about our once cherished and great FBI was so sad to watch. James Comey's leadership was a disaster!,0.13244938050441857,0.2083333333333333,0.13888888888888887
115,928793643367960576,0.0,0.7,0.09395652707270316,"I am leaving China for #APEC2017 in Vietnam. @FLOTUS Melania is staying behind to see the zoo, and of course, the G… https://t.co/j2kDjWvnsj",0.13232608784545052,0.0,0.0
118,927673257230327808,0.0,0.6,0.18729798917151694,....Some of those they are harshly treating have been “milking” their country for years!,0.13121633152858617,0.0,0.0
210,930259298407419904,0.0,0.353125,0.1765810924006327,"Excited to be heading home to see the House pass a GREAT Tax Bill with the middle class getting big TAX CUTS!

#MakeAmericaGreatAgain🇺🇸",0.13101939146848152,0.0,0.25641025641025644
121,923546192511946752,0.0,0.35,0.4231954724661871,Will be another Sean success! https://t.co/SlNTENvJLA,0.12886591207769785,0.0,0.0
212,930089374187950081,0.0,0.5152777777777777,0.004842466349479297,"I am proud of the Rep. House &amp; Senate for working so hard on cutting taxes {&amp; reform.} We’re getting close! Now, ho… https://t.co/bPmeYwoMhU",0.12877424944208493,0.15151515151515155,0.10101010101010102
157,928098389966942208,0.0,0.625,0.026290040309523543,Anyone who doubts the strength or determination of the U.S. should look to our past....and you will doubt it no lon… https://t.co/n1Dc7xNmcg,0.1283896098928571,0.0,0.11904761904761904
166,933446283632824321,0.0,0.37,0.2688203203623933,51 Million American to travel this weekend - highest number in twelve years (AAA). Traffic and airports are running very smoothly!  @FoxNews,0.1278375747612536,0.0,0.12820512820512822
232,921891186352287744,0.0,0.4583333333333334,0.0,"...2nd Amendment, Strong Military, ISIS, historic VA improvement, Supreme Court Justice, Record Stock Market, lowest unemployment in 17 yrs!",0.1278292181069959,0.18518518518518517,0.12345679012345678
122,924382514613030912,0.0,0.5333333333333333,0.23236611756648864,"After strict consultation with General Kelly, the CIA and other Agencies, I will be releasing ALL #JFKFiles other than the names and...",0.12761657514997032,0.0,0.0
125,921723302481145857,0.0,0.5,0.262731562800878,RT @IamVicky4Trump: TUNE IN: Maria Bartiromo Has an Exclusive Interview With President Trump https://t.co/H5VuJwy78o,0.12712192713347967,0.0,0.0
156,927265906086031363,0.0,0.5,0.15385058137170202,"May God be w/ the people of Sutherland Springs, Texas. The FBI &amp; law enforcement are on the scene. I am monitoring the situation from Japan.",0.1268962438486887,0.0,0.10752688172043011
182,926973117708296192,0.0,0.3833333333333333,0.20642589704810346,I am landing shortly. Can’t wait to be with our GREAT MILITARY. See you soon! https://t.co/AVLrrOxmm4,0.12474823151859925,0.0,0.15873015873015872
169,930087113764327424,0.0,0.2833333333333333,0.3495520460015021,"Happy to announce, I am nominating Alex Azar to be the next HHS Secretary. He will be a star for better healthcare and lower drug prices!",0.12463798467841125,0.0,0.11494252873563217
127,931685146415255552,0.0,0.5666666666666667,0.17879706505459256,Put big game trophy decision on hold until such time as I review all conservation facts. Under study for years. Wil… https://t.co/HalVQryMu4,0.12424395528687654,0.0,0.0
226,923925428372492288,0.0,0.4008333333333333,0.08676645765037512,"Diane Black of Tennessee, the highly respected House Budget Committee Chairwoman, did a GREAT job in passing Budget, setting up big Tax Cuts",0.1240016745656608,0.0,0.25641025641025644
174,928770248370728960,0.0,0.4916666666666666,0.11833277465528183,My meetings with President Xi Jinping were very productive on both trade and the subject of North Korea. He is a hi… https://t.co/WqDuLr1nyF,0.1238887957758803,0.0,0.13333333333333333
178,933658521828315136,0.0,0.375,0.2236942852938552,"HAPPY THANKSGIVING, your Country is starting to do really well. Jobs coming back, highest Stock Market EVER, Milita… https://t.co/JmdSe29W8E",0.12293052903045736,0.0,0.13888888888888887
192,925373392827666432,0.0,0.55,0.01786542138310357,“Statement by President Trump on the Apprehension of Mustafa al-Imam for His Alleged Role in Benghazi Attacks” https://t.co/2U7WJmfGlM,0.12242201467496172,0.0,0.16666666666666669
254,930836707095863296,0.0,0.275,0.1080572794607046,"The failing @nytimes hates the fact that I have developed a great relationship with World leaders like Xi Jinping, President of China.....",0.1217132502804878,0.2083333333333333,0.13888888888888887
193,925910265060831232,0.0,0.4458333333333333,0.12157059812393388,The United States will be immediately implementing much tougher Extreme Vetting Procedures. The safety of our citizens comes first!,0.12102234836457099,0.0,0.15873015873015872
172,931355543096233985,0.0,0.38125,0.2351739083642636,"Big win today in the House for GOP Tax Cuts and Reform, 227-205. Zero Dems, they want to raise taxes much higher, but not for our military!",0.12009842917182172,0.0,0.10416666666666667
135,930743631954305024,0.0,0.3125,0.4011968159176028,"RT @Scavino45: 20,295 miles later #POTUSinAsia has successfully concluded as @POTUS @realDonaldTrump lands on the South Lawn of @WhiteHouse…",0.11894946931960047,0.0,0.0
136,932578255810498560,0.0,0.4,0.3130825170020805,Under President Trump unemployment rate will drop below 4%.  Analysts predict economic boom for 2018!  @foxandfriends and @Varneyco,0.11884708616701341,0.0,0.0
214,923662988833427458,0.0,0.35,0.16784179699544546,"Effective today, my administration officially declared the #OpioidCrisis a NATIONAL PUBLIC HEALTH EMERGENCY under f… https://t.co/0DF0lnfKJG",0.11717116369677177,0.0,0.18518518518518517
138,927906208203276288,0.0,0.2333333333333333,0.4671007001503345,"Franklin, such a great photo. 

HAPPY 99th BIRTHDAY to your father, @BillyGraham! https://t.co/l0c7RvvOa1",0.1167390055806113,0.0,0.0
140,923360048771936256,0.0,0.5,0.19728979689127216,RT @IvankaTrump: Working families need #TaxReform &amp; the time is now. This Administration is committed to ensuring all Americans can thrive…,0.11621496614854536,0.0,0.0
141,925447637708496897,0.0,0.5675925925925926,0.12723559666075246,"U.S. COAL PRODUCTION
Up📈7.8% past year. 
Down📉31.5% last 10 years. 
#EndingWarOnCoal https://t.co/xr20OBb2DV",0.11580469820889085,0.0,0.0
258,923866515358789633,0.0,0.35625,0.009657928256597415,"Wacky &amp; totally unhinged Tom Steyer, who has been fighting me and my Make America Great Again agenda from beginning, never wins elections!",0.11440345812823632,0.19230769230769232,0.12820512820512822
142,931538234169069568,0.0,0.6,0.08506582752363435,"Together, we're going to restore safety to our streets and peace to our communities, and we're going to destroy the… https://t.co/hAY44qICh6",0.11417763792060572,0.0,0.0
143,927007332743172098,0.0,0.5,0.18426531916576752,"Just gave a speech to the great men and women at Yokota Air Base in Tokyo, Japan. Leaving to see Prime Minister Abe. https://t.co/6LRAgojvDB",0.11404421986096125,0.0,0.0
213,933319309551685633,0.0,0.5,0.01876951657613029,The @USNavy is conducting search and rescue following aircraft crash. We are monitoring the situation. Prayers for… https://t.co/CX0C8dU4h7,0.11291661255104816,0.0,0.15873015873015872
148,924414387343028224,0.0,0.525,0.14919232704174015,"JFK Files are released, long ahead of schedule!",0.11236538784029003,0.0,0.0
209,924249943719727104,0.0,0.30546875,0.2338309689190268,Very little reporting about the GREAT GDP numbers announced yesterday (3.0 despite the big hurricane hits). Best consecutive Q's in years!,0.1121055087087267,0.0,0.13333333333333333
150,921889525881819136,0.0,0.5,0.16974507560901506,"...9 months than this Administration. Over 50 Legislation approvals, massive regulation cuts, energy freedom, pipelines, border security....",0.11162417926816919,0.0,0.0
151,924022268929433600,0.0,0.5625,0.10481935050559407,"People are anxiously awaiting my decision as to who the next head of the Fed will be....
🎥https://t.co/PEj1KNYcAO",0.11121989175093235,0.0,0.0
153,933837062293291008,0.0,0.5,0.16465007317043287,"ObamaCare premiums are going up, up, up, just as I have been predicting for two years. ObamaCare is OWNED by the De… https://t.co/CfvGYklDsE",0.11077501219507215,0.0,0.0
154,926460439000698880,0.0,0.5777777777777778,0.08624185608767013,"Just took off for ceremony @ Pearl Harbor. Will then be heading to Japan, SKorea, China, Vietnam &amp; the Philippines. Will never let you down!",0.11066993897757466,0.0,0.0
201,930346433177378817,0.0,0.45,0.10365692296653788,One of the most accurate polls last time around. But #FakeNews likes to say we’re in the 30’s. They are wrong. Some… https://t.co/1zCve1fACN,0.11019730078116134,0.0,0.10752688172043011
155,928861178113040385,0.0,0.5,0.15459692136277162,"Just landed in Da Nang, Vietnam to deliver a speech at #APEC2017",0.10909948689379527,0.0,0.0
243,932388590344196096,0.0,0.09999999999999998,0.3283097711541629,"Sen. Jeff Flake(y), who is unelectable in the Great State of Arizona (quit race, anemic polls) was caught (purposel… https://t.co/ch8x9i4qN7",0.10842199889606419,0.0,0.22222222222222227
158,933443640881569792,0.0,0.5,0.15036746661627015,RT @FLOTUS: Preparations are underway to celebrate the holidays at the @WhiteHouse! https://t.co/N5qZ1NP8ez,0.10839457776937837,0.0,0.0
159,928622838487007260,0.0,0.5,0.14941005174500407,In the coming months and years ahead I look forward to building an even STRONGER relationship between the United St… https://t.co/kHCeQSQDtk,0.10823500862416735,0.0,0.0
211,922951009277825024,0.0,0.31666666666666665,0.2108097469048604,So nice being with Republican Senators today. Multiple standing ovations! Most are great people who want big Tax Cuts and success for U.S.,0.10775400543652436,0.0,0.11904761904761904
161,925363340553211909,0.0,0.55,0.09601742352659907,"The biggest story yesterday, the one that has the Dems in a dither, is Podesta running from his firm. What he know about Crooked Dems is....",0.10766957058776651,0.0,0.0
218,928926863375794176,0.0,0.5,0.00653972434227326,Today I am here to offer a renewed partnership with America -- to work together to strengthen the bonds of friendsh… https://t.co/2IdSIlE3Ek,0.10757143553852704,0.0,0.13888888888888887
162,930320191699017730,0.0,0.46875,0.17577446844149006,I will be making a major statement from the @WhiteHouse upon my return to D.C. Time and date to be set.,0.10742074474024833,0.0,0.0
163,933285973277868032,0.0,0.4659090909090909,0.1777544661310473,The NFL is now thinking about a new idea - keeping teams in the Locker Room during the National Anthem next season.… https://t.co/tqZuHcaCyG,0.1072772595066897,0.0,0.0
164,924397489037430784,0.0,0.09999999999999998,0.5426262491732229,"Happy #FirstRespondersDay to all of our HEROES out there. We are forever grateful to you for your service, sacrific… https://t.co/UpEh9uZ9fu",0.10710437486220381,0.0,0.0
253,923871062072295427,0.0,0.1333333333333333,0.25511430651900835,Good luck to @Joy_Villa on her decision to enter the wonderful world of politics. She has many fans!,0.10640793997539028,0.25,0.0
167,926456409260285952,0.0,0.3690476190476191,0.2691795586581689,"I always felt I would be running and winning against Bernie Sanders, not Crooked H, without cheating, I was right.",0.10637119628429799,0.0,0.0
168,923237600009342978,0.0,0.1333333333333333,0.501999050960897,"Congrats to @Reince Priebus, a really good and talented man. We’re proud of you Reince! https://t.co/7AsjAMrSnV",0.10588873071570505,0.0,0.0
170,922830229525225477,0.0,0.5,0.1313847056564561,...the entire World WAS laughing and taking advantage of us. People like liddle' Bob Corker have set the U.S. way back. Now we move forward!,0.10523078427607602,0.0,0.0
249,925424931390873602,0.0,0.25,0.15249269733544732,"""Consumer Confidence Hits Highest Level Since December 2000"" Read more: https://t.co/w7WkcobFun https://t.co/nLo5XCnuIx",0.10411915325961159,0.0,0.22222222222222227
221,921871707564101632,0.0,0.45,0.053684190241384086,"Just out, but lightly reported: ""Fewest jobless claims since 1973 show firm U.S. Job Market"" Lowest since March 1973. @bpolitics",0.10378863488150052,0.0,0.11904761904761904
175,931882145181773826,0.0,0.275,0.3334322743743114,RT @greta: Thank you @realDonaldTrump - this is important to so many of us https://t.co/zJAfZByQKX,0.10140537906238523,0.0,0.0
224,924649059520073730,0.0,0.4523809523809524,0.0375502100080222,"All of this ""Russia"" talk right when the Republicans are making their big push for historic Tax Cuts &amp; Reform. Is this coincidental? NOT!",0.10081228185410113,0.0,0.11494252873563217
179,933720598383026176,0.0,0.09999999999999998,0.4935087529780309,HAPPY THANKSGIVING! https://t.co/nQhi7XopMW,0.09891812549633848,0.0,0.0
180,927059219370643456,0.0,0.0,0.5922521604087813,"Playing golf with Prime Minister Abe and Hideki Matsuyama, two wonderful people! https://t.co/vYLULe0o2K",0.09870869340146354,0.0,0.0
181,927075137131896832,0.0,0.44166666666666665,0.15032411621037794,It was a true honor to be at Yokota Air Base with our GREAT @USForcesJapan! https://t.co/KEXnIkkQks,0.09866513047950742,0.0,0.0
228,926783758530781184,0.0,0.4,0.07626868419911423,RT @IvankaTrump: Touched by the warm hospitality of Prime Minister Abe and the Japanese people. ありがとうございます [Thank you]! Until next time 🇯🇵…,0.09853520215579108,0.0,0.11494252873563217
184,928286153672970240,0.0,0.325,0.2615007223681589,Looking forward to a full day of meetings with President Xi and our delegations tomorrow. THANK YOU for the beautif… https://t.co/lSC21tvK3w,0.09775012039469315,0.0,0.0
187,924056425298571265,0.0,0.09999999999999998,0.4776524476583067,"Happy Birthday @TheLeeGreenwood!
#FlashbackFriday https://t.co/MCrMK6Eurm",0.09627540794305112,0.0,0.0
277,926238774773862400,0.0,0.24682539682539684,0.0172427219339366,"Great Tax Cut rollout today. The lobbyists are storming Capital Hill, but the Republicans will hold strong and do what is right for America!",0.09545168234466257,0.18518518518518517,0.12345679012345678
191,928936220360503296,0.0,0.4666666666666667,0.1017954123614907,The United States has been reminded time and again in recent years that economic security is not merely RELATED to… https://t.co/62WsIAen7F,0.09474367983802623,0.0,0.0
195,927802776737984513,0.0,0.07499999999999996,0.4898038984404137,"It was my great honor to have lunch with our INCREDIBLE U.S. and ROK troops at Camp Humphreys, in South Korea. 🇺🇸🇰🇷… https://t.co/QJtVR498yK",0.09413398307340227,0.0,0.0
196,923277142271684609,0.0,0.3875,0.17622654452729522,The long anticipated release of the #JFKFiles will take place tomorrow. So interesting!,0.09395442408788253,0.0,0.0
197,928105793366392832,0.0,0.275,0.2846769949604881,"Together, we dream of a Korea that is free, a peninsula that is safe, and families that are reunited once again! https://t.co/9tsZRCC83j",0.09327949916008134,0.0,0.0
198,924382752941756421,0.0,0.325,0.23428622519199105,"...addresses of any mentioned person who is still living. I am doing this for reasons of full disclosure, transparency and...",0.09321437086533184,0.0,0.0
199,921780758372642816,0.0,0.5,0.059183595271570966,“Trump hails liberation of Raqqa as critical breakthrough in anti-ISIS campaign” https://t.co/2eoYXJB7h0,0.09319726587859516,0.0,0.0
202,933301876975718401,0.0,0.5,0.05291073751042285,Will be having meetings and working the phones from the Winter White House in Florida (Mar-a-Lago). Stock Market hi… https://t.co/nfmwwXtyRy,0.09215178958507048,0.0,0.0
245,923149793974775810,0.0,0.2833333333333333,0.13986924298834796,"The meeting with Republican Senators yesterday, outside of Flake and Corker, was a love fest with standing ovations and great ideas for USA!",0.09190128408780159,0.0,0.12820512820512822
204,925440868575797252,0.0,0.3409090909090909,0.2066198134303779,“Home Prices Reach New All-Time Highs in August” Read more: https://t.co/XzJiZgGQ8R https://t.co/STBtR6mO2j,0.09125481738991147,0.0,0.0
205,930304414564352000,0.0,0.5,0.04699893499284876,"After my tour of Asia, all Countries dealing with us on TRADE know that the rules have changed. The United States h… https://t.co/MoMNa1MUI3",0.0911664891654748,0.0,0.0
206,928124338343202816,0.0,0.37,0.17390354640884234,Leaving South Korea now heading to China. Looking very much forward to meeting and being with President Xi!,0.09065059106814038,0.0,0.0
207,929492850101940225,0.0,0.5,0.040093760395348066,"Will be doing a joint press conference in Hanoi, Vietnam then heading for final destination of trip, the Phillipines.",0.09001562673255802,0.0,0.0
208,928016742575738882,0.0,0.5,0.03932148945248469,Thank you to all Americans who participated in Nat'l Rx Drug Take Back Day. A record amount of drugs collected &amp; disposed. We can do this!,0.08988691490874745,0.0,0.0
239,923150966551171073,0.0,0.39916666666666667,0.03493268993090415,"Working hard on the biggest tax cut in U.S. history. Great support from so many sides. Big winners will be the middle class, business &amp; JOBS",0.08971100387737292,0.0,0.10416666666666667
215,925913030159937537,0.0,0.3055555555555556,0.207310327433058,It is finally happening for our great clean coal miners! https://t.co/suAnjs6Ccz,0.08547764716476892,0.0,0.0
216,931123400810037248,0.0,0.385,0.12763003557698133,"....your release possible and, HAVE A GREAT LIFE! Be careful, there are many pitfalls on the long and winding road of life!",0.08543833926283022,0.0,0.0
217,925688931823300609,0.0,0.5,0.00718651765511589,"""Senator Chuck Schumer helping to import Europes problems"" said Col.Tony Shaffer. We will stop this craziness!  @foxandfriends",0.08453108627585265,0.0,0.0
219,928931835664465921,0.0,0.5,0.0046353768996002685,The United States is prepared to work with each of the leaders in this room today to achieve mutually beneficial co… https://t.co/6hY41gFM5i,0.08410589614993337,0.0,0.0
220,927672843504177152,0.0,0.2375,0.2662663941915392,"I have great confidence in King Salman and the Crown Prince of Saudi Arabia, they know exactly what they are doing....",0.08396106569858985,0.0,0.0
223,926185468911382529,0.0,0.5,0.002254570730916071,"Broadcom's move to America=$20 BILLION of annual rev into U.S.A., $3+ BILLION/yr. in research/engineering &amp; $6 BILL… https://t.co/0PUrl6k86K",0.08370909512181934,0.0,0.0
282,925845770724618240,0.0,0.25,0.0007062293872642198,@SenateMajLdr @SenateGOP ...and Appeals Court Judges at a record clip! Our courts are rapidly changing for the better!,0.08146691124708372,0.23809523809523808,0.0
225,925860866767163393,0.0,0.4,0.08809365041778035,"CHAIN MIGRATION must end now! Some people come in, and they bring their whole family with them, who can be truly ev… https://t.co/g0RgPIG2K3",0.08134894173629673,0.0,0.0
227,933921775984967681,0.0,0.09999999999999998,0.3772478135676308,Two great people! https://t.co/5cVnMhnmuH,0.0795413022612718,0.0,0.0
267,930301344342265857,0.0,0.3,0.031892797230410365,Great to see @RandPaul looking well and back on the Senate floor. He will help us with TAX CUTS and REFORM!,0.07947005557704907,0.0,0.14492753623188406
229,923320000185847808,0.0,0.3,0.1693930257945717,Interview with @LouDobbs coming up at 7pmE on @FoxBusiness. Enjoy! https://t.co/9V9z015kVl,0.07823217096576195,0.0,0.0
230,923876612013248512,0.0,0.3833333333333333,0.08422995519411809,JFK Files are being carefully released. In the end there will be great transparency. It is my hope to get just about everything to public!,0.07792721475457523,0.0,0.0
233,925534445393928199,0.0,0.4513888888888889,0.005989862897055747,"I have just ordered Homeland Security to step up our already Extreme Vetting Program. Being politically correct is fine, but not for this!",0.0762297919643241,0.0,0.0
235,922067676708638721,0.0,0.3,0.15361168810609985,Doing interview today with Maria Bartiromo at 10:00 A.M. on @FoxNews - ENJOY!,0.07560194801768332,0.0,0.0
236,930050967067820032,0.0,0.375,0.07786747546674436,Will be leaving the Philippines tomorrow after many days of constant mtgs &amp; work in order to #MAGA! My promises are rapidly being fulfilled.,0.07547791257779073,0.0,0.0
265,922428118685581313,0.0,0.2666666666666667,0.07833943884019348,"There will be NO change to your 401(k). This has always been a great and popular middle class tax break that works, and it stays!",0.07542216453788171,0.0,0.10752688172043011
238,930747213659197441,0.0,0.2625,0.18072598261219866,".@foxandfriends will be showing much of our successful trip to Asia, and the friendships &amp; benefits that will endure for years to come!",0.07387099710203311,0.0,0.0
240,925925920304779264,0.0,0.3647727272727273,0.06906403056836627,"Great mtg w/ @Cabinet today. Tomorrow, I will be announcing the new head of the Fed. I think you will be extremely… https://t.co/dKtJBjGlYe",0.07230612630684892,0.0,0.0
241,929492038231429120,0.0,0.4,0.03256761993607889,President Xi of China has stated that he is upping the sanctions against #NoKo. Said he wants them to denuclearize. Progress is being made.,0.07209460332267982,0.0,0.0
286,922440008971292672,0.0,0.175,0.0003826745909285853,"I had a very respectful conversation with the widow of Sgt. La David Johnson, and spoke his name from beginning, without hesitation!",0.0719654885001975,0.0,0.25641025641025644
242,923866849451888640,0.0,0.09999999999999998,0.33001794515113864,Thank you @foxandfriends. Really great job and show!,0.07166965752518976,0.0,0.0
244,924966722544848896,0.0,0.09999999999999998,0.32624397670117666,Great job by MichaelCaputo on @foxandfriends.,0.07104066278352944,0.0,0.0
276,923268967728386049,0.0,0.2866666666666667,0.001001168215263578,"Spoke to President Xi of China to congratulate him on his extraordinary elevation. Also discussed NoKo &amp; trade, two very important subjects!",0.07016686136921059,0.0,0.13333333333333333
246,933917415028772864,0.0,0.35,0.06738403929009304,"RT @Scavino45: Today, @POTUS @realDonaldTrump and @FLOTUS Melania visit the @USCG at the Lake Worth Inlet Station, in Riviera Beach, Florid…",0.06956400654834884,0.0,0.0
247,933918671503753216,0.0,0.09999999999999998,0.3082405923521617,A great guy (with great ratings)! https://t.co/S0S6xqrjSC,0.06804009872536028,0.0,0.0
250,926793510723796993,0.0,0.3672727272727273,0.029593538543932582,Would very much appreciate Saudi Arabia doing their IPO of Aramco with the New York Stock Exchange. Important to the United States!,0.06614437763610999,0.0,0.0
251,930742717721739264,0.0,0.3875,0.008870968390350644,"RT @PChowka: Sean Hannity's Big Week - Top Ratings, Probing Reporting, and Let There Be Light at American Thinker https://t.co/b0RxpZd3Lb h…",0.06606182806505843,0.0,0.0
252,933105158275325952,0.0,0.3579545454545455,0.032942725326793765,"Today, we continued a wonderful American Tradition at the White House. Drumstick and Wishbone will live out their d… https://t.co/kATC8YVCyz",0.06514954513022321,0.0,0.0
255,926155393490878464,0.0,0.3125,0.06301795519808427,I am calling on Congress to TERMINATE the diversity visa lottery program that presents significant vulnerabilities… https://t.co/GcHKCxTNyF,0.06258632586634738,0.0,0.0
256,930305984077156352,0.0,0.325,0.0504185235478872,"Just arrived at #ASEAN50 in the Philippines for my final stop with World Leaders. Will lead to FAIR TRADE DEALS, un… https://t.co/ExRBdQnJru",0.06256975392464786,0.0,0.0
257,934507210385829888,0.0,0.2333333333333333,0.13279779748826756,"Happy #SmallBusinessSaturday!

A great day to support your community and America’s JOB creators by shopping locally… https://t.co/a0fME8HRXT",0.06102185513693348,0.0,0.0
259,928969836897583104,0.0,0.3,0.06339903692872775,"On behalf of an entire nation, Happy 242nd Birthday to the men and women of the United States Marines!
#USMC242… https://t.co/EDmzIuB09r",0.06056650615478796,0.0,0.0
260,929320777668628480,0.0,0.2625,0.0979485284405912,"On this wonderful Veterans Day, I want to express the incredible gratitude of the entire American Nation to our GRE… https://t.co/MhHOaVTAWC",0.06007475474009854,0.0,0.0
263,923212567232774145,0.0,0.09999999999999998,0.2559269337862844,MAKE AMERICA GREAT AGAIN! https://t.co/CbEwJSQ1A3,0.059321155631047395,0.0,0.0
